Year,Stars,Position,Name,Class,Previous School,New School,,,
2021,3.7,SG,Kobe King,RS JR,Wisconsin,Valparaiso,,,
2021,2,PG,Trevor Anderson,RS SR,Wisconsin,Valparaiso,,,
2021,2,C,Joe Hedstrom,RS SO,Wisconsin,Valparaiso,,,
2021,2,PF,Thomas Kithier,JR,Michigan State,Valparaiso,,,
2021,2,SF,Kevion Taylor,SR,Winona State,Valparaiso,,,
2018,3.7,SG,Eron Gordon,RS SR,Seton Hall,Valparaiso,,,
2018,2.7,SG,Nicholas Robinson,RS SR,Saint Joseph's,Valparaiso,,,
2018,2.5,SG,Deion Lavender,RS N/A,UAB,Valparaiso,,,
2017,3,SF,Ryan Fazekas,RS N/A,Providence,Valparaiso,,,
2021,2,SG,D.J. Mitchell,JR,Florida International,Valdosta State,,,
2017,2,SF,Tyrone Sam,RS N/A,Jacksonville,Valdosta State,,,
2021,3,PG,Darius McNeill,RS JR,SMU,UTSA,,,
2020,2,PF,"Cedrick Alley, Jr.",RS JR,Houston,UTSA,,,
2020,2,PG,Artan Jabbar,SO,Dallas Baptist,UTSA,,,
2020,2,SF,Eric Parrish,RS JR,Nevada,UTSA,,,
2018,2.5,SG,Knox Hellums,RS SR,Pepperdine,UTSA,,,
2017,3.3,PF,Dante Buford,RS N/A,Oklahoma,UTSA,,,
2017,2,PF,Kendell Ramlal,RS N/A,Texas State,UTSA,,,
2021,4,SF,Jamari Sibley,FR,Georgetown,UTEP,,,
2021,3.7,SF,Alfred Hollins,SR,Oregon State,UTEP,,,
2020,3.7,SF,Kristian Sjølund,RS SO,Georgia Tech,UTEP,,,
2020,3.5,PG,Jamal Bieniemy,JR,Oklahoma,UTEP,,,
2020,2,SG,Christian Agnew,JR,North Alabama,UTEP,,,
2019,4,SG,Kaden Archie,JR,TCU,UTEP,,,
2019,4,SG,Keonte Kennedy,RS SO,Xavier,UTEP,,,
2019,2,SG,Daryl Edwards,RS N/A,LSU,UTEP,,,
2018,2.7,PF,Bryson Williams,RS SR,Fresno State,UTEP,,,
2018,2.5,PF,Tydus Verhoeven,RS JR,Duquesne,UTEP,,,
2018,2,PG,Souley Boum,RS JR,San Francisco,UTEP,,,
2018,2,SF,Gilles Dekoninck,RS JR,Fresno State,UTEP,,,
2018,2,SG,Anthony Tarke,RS SR,NJIT,UTEP,,,
2017,4.3,SG,Keith Frazier,RS N/A,North Texas,UTEP,,,
2021,3.3,SG,Connor Harding,JR,Brigham Young,Utah Valley,,,
2021,2,PF,Tim Ceaser,SO,Coastal Carolina,Utah Valley,,,
2021,2,PG,Claude McKesey,SO,Colorado Christian,Utah Valley,,,
2020,3,SG,Jordan Brinson,SO,UAB,Utah Valley,,,
2020,2,PF,Evan Cole,SR,Georgia Tech,Utah Valley,,,
2020,2,PF,Tim Fuller,RS SO,Weber State,Utah Valley,,,
2020,2,SG,Colby Leifson,JR,Brigham Young,Utah Valley,,,
2020,2,PG,Blaze Nield,RS JR,Brigham Young,Utah Valley,,,
2019,3,SG,Trey Woodbury,JR,UNLV,Utah Valley,,,
2019,2,C,Fardaws Aimaq,RS SO,Mercer,Utah Valley,,,
2019,2,SG,Spencer Johnson,RS SO,Weber State,Utah Valley,,,
2019,2,C,Brandon Morley,RS N/A,Utah,Utah Valley,,,
2019,2,PF,Emmanuel Olojakpoke,RS N/A,Akron,Utah Valley,,,
2018,3,C,Connor MacDougall,RS N/A,New Mexico,Utah Valley,,,
2018,2,PG,Brandon Averette,RS SR,Oklahoma State,Utah Valley,,,
2018,2,PG,Cavit Ege Havsa,RS SR,Fordham,Utah Valley,,,
2018,2,SF,Casdon Jardine,RS SR,Boise State,Utah Valley,,,
2017,3,SG,Jerrelle DeBerry,N/A,Kent State,Utah Valley,,,
2017,2,C,Baylee Steele,RS N/A,Eastern Michigan,Utah Valley,,,
2021,2,SG,Kurt Wegscheider,SO,New Mexico,Utah State University Eastern,,,
2017,2,PG,Neema Namdar,N/A,Southern Utah,Utah State University Eastern,,,
2021,4,PG,Rylan Jones,SO,Utah,Utah State,,,
2021,2,SG,R.J. Eytle-Rock,JR,UMBC,Utah State,,,
2021,2,PF,Brandon Horvath,SR,UMBC,Utah State,,,
2021,2,PG,Connor Odom,FR,Maryland,Utah State,,,
2021,2,SF,Norbert Thelissen,FR,Utah,Utah State,,,
2019,3,SF,Marco Anthony,RS JR,Virginia,Utah State,,,
2021,3,SF,Marco Anthony,RS JR,Utah State,Utah,,,
2021,3,SG,"David Jenkins, Jr.",RS JR,UNLV,Utah,,,
2021,3,SG,Gabe Madsen,FR,Cincinnati,Utah,,,
2021,2,SG,Both Gach,JR,Minnesota,Utah,,,
2021,2,PF,Dušan Mahorčič,JR,Illinois State,Utah,,,
2021,2,PG,Rollie Worster,FR,Utah State,Utah,,,
2018,2,C,Novak Topalovic,RS N/A,Idaho State,Utah,,,
2017,2.5,PG,Justin Bibbins,N/A,Long Beach State,Utah,,,
2021,2,PG,Paul Djoko,RS JR,Northern Kentucky,UT Tyler,,,
2021,2,PF,Finn Fleute,SO,Montana State,UT Tyler,,,
2021,2,SG,McKade Marquis,RS SO,UT Arlington,UT Tyler,,,
2021,2,PG,Zaire Mateen,SR,Northern Illinois,UT Tyler,,,
2020,2,PG,Jaxon Edelmayer,RS JR,Idaho State,UT Tyler,,,
2020,2,PF,Roché Grootfaam,RS SR,Utah State,UT Tyler,,,
2019,3,PF,Jerekius Davis,RS N/A,Louisiana,UT Tyler,,,
2019,2,SG,Quinn Smith,JR,GCU,UT Tyler,,,
2018,2,PG,Corbin Stephens,RS N/A,UTEP,UT Tyler,,,
2021,2,SF,Bernie Andre,SR,Florida International,UT Martin,,,
2021,2,SF,K.K. Curry,SO,South Alabama,UT Martin,,,
2021,2,PF,David Didenko,JR,Georgia Tech,UT Martin,,,
2021,2,PF,Josh Endicott,RS JR,North Florida,UT Martin,,,
2021,2,PG,Koby Jeffries,RS FR,UAB,UT Martin,,,
2021,2,PG,Darius Simmons,RS SR,Lenoir–Rhyne,UT Martin,,,
2021,2,PG,K.J. Simon,JR,Bethune–Cookman,UT Martin,,,
2019,3,PG,Craig Randall II,RS N/A,Duquesne,UT Martin,,,
2019,2,PF,Ajani Kennedy,RS JR,UC Riverside,UT Martin,,,
2019,2,C,Hannes Pöllä,SR,Oklahoma,UT Martin,,,
2018,3.5,PG,Parker Stewart,RS JR,Pittsburgh,UT Martin,,,
2018,2,PG,Preston Parks,RS SR,The Citadel,UT Martin,,,
2017,2,PG,John Helmerich,RS SR,West Virginia State,UT Martin,,,
2017,2,SG,Kevin Little,RS N/A,Colorado State,UT Martin,,,
2017,2,SG,Dominique Williams,RS N/A,Radford,UT Martin,,,
2017,2,SG,"Lorenzen Wright, Jr.",RS N/A,Robert Morris,UT Martin,,,
2021,2,PG,Jack Hoiberg,RS JR,Michigan State,UT Arlington,,,
2021,2,PG,Javon Levi,SR,Texas–Rio Grande Valley,UT Arlington,,,
2020,2,SG,Carson Bischoff,RS JR,Utah State,UT Arlington,,,
2020,2,C,Lázaro Rojas,RS SR,Fresno State,UT Arlington,,,
2019,3.5,PF,Grayson Carter,RS SO,Georgetown,UT Arlington,,,
2019,3,SF,Jordan Phillips,RS SO,Arkansas,UT Arlington,,,
2017,2.5,PG,Deon Barrett,RS SR,UTEP,UT Arlington,,,
2017,2,SG,"Edric Dennis, Jr.",RS N/A,Jackson State,UT Arlington,,,
2017,2,C,Johnny Hamilton,RS N/A,Virginia Tech,UT Arlington,,,
2021,2,PF,Ahmir Langlais,RS FR,Western Carolina,USC Upstate,,,
2021,2,PG,"Floyd Rideau, Jr.",FR,South Carolina State,USC Upstate,,,
2020,4.7,PF,Khavon Moore,RS SO,Clemson,USC Upstate,,,
2021,2,PF,Mason McMurray,RS SO,Ohio,USC Aiken,,,
2021,2,C,Samba Ndiaye,RS JR,College of Charleston,USC Aiken,,,
2021,2,PG,Preston Parks,RS SR,Samford,USC Aiken,,,
2021,2,PG,David Strother,RS SR,Old Dominion,USC Aiken,,,
2020,2,SF,Anyeuri Castillo,SR,Kent State,USC Aiken,,,
2018,2,SG,Damontez Oliver,RS SR,Campbell,USC Aiken,,,
2021,4,PG,Rejean 'Boogie' Ellis,SO,Memphis,USC,,,
2020,3,C,Joshua Morgan,SO,Long Beach State,USC,,,
2020,2,PG,Tahj Eaddy,RS SR,Santa Clara,USC,,,
2020,2,PF,Chevez Goodwin,RS SR,Wofford,USC,,,
2020,2,SG,Reggie Parris,RS SO,San Diego,USC,,,
2020,2,SF,Drew Peterson,JR,Rice,USC,,,
2020,2,SG,Isaiah White,RS SR,Utah Valley,USC,,,
2019,2,PG,Quinton Adlesh,RS N/A,Columbia,USC,,,
2019,2,SG,Noah Baumann,RS JR,San José State,USC,,,
2019,2,SF,Daniel Utomi,RS N/A,Akron,USC,,,
2017,2,C,Nick Detlev,RS N/A,UT Martin,Urbana,,,
2018,2,SF,Kyle Haber,RS N/A,Brown,Upper Iowa,,,
2021,4,SG,Donovan Williams,SO,Texas,UNLV,,,
2021,3.7,PF,"Royce Hamm, Jr.",SR,Texas,UNLV,,,
2021,3,PG,Jordan McCabe,JR,West Virginia,UNLV,,,
2021,3,SG,Justin Webster,SO,Hawaii,UNLV,,,
2021,2,C,James Hampshire,RS SR,Pacific,UNLV,,,
2021,2,PF,Victor Iwuakor,SO,Oklahoma,UNLV,,,
2021,2,C,David Muoka,SO,Lamar,UNLV,,,
2021,2,PG,Michael Nuga,RS SR,Kent State,UNLV,,,
2020,2,PG,Caleb Grill,SO,Iowa State,UNLV,,,
2019,3.3,SF,Donnie Tillman,SR,Utah,UNLV,,,
2019,3,SG,"David Jenkins, Jr.",RS JR,South Dakota State,UNLV,,,
2019,3,PF,Vitaliy Shibel,RS N/A,Arizona State,UNLV,,,
2019,3,PF,Moses Wood,RS SO,Tulane,UNLV,,,
2019,2,PG,Trey Hurlburt,RS JR,Cal State San Marcos,UNLV,,,
2019,2,PG,Elijah Mitrou-Long,RS N/A,Texas,UNLV,,,
2017,3,SF,Nick Blair,RS N/A,Idaho,UNLV,,,
2017,2.3,PG,Noah Robotham,RS N/A,Akron,UNLV,,,
2017,2,SF,Derek Rongstad,RS N/A,Milwaukee,University of Wisconsin–Whitewater,,,
2019,2,PG,Jack Stensgard,RS SR,South Dakota,University of Wisconsin–River Falls,,,
2018,2,PG,Sam Burkart,N/A,Milwaukee,University of Wisconsin–La Crosse,,,
2019,3,SG,Eric Rwahwire,RS N/A,UC Riverside,University of Toronto,,,
2018,2,PG,Stephaun Adams,RS N/A,Tennessee Tech,University of the Virgin Islands,,,
2018,2,SF,"Keith 'K.J.' Gilmore, Jr.",N/A,Little Rock,University of the Virgin Islands,,,
2017,2,SG,Jake Fay,RS N/A,Hartford,University of the Virgin Islands,,,
2021,2,SG,Suraj Gahir,FR,California Baptist,University of the Fraser Valley,,,
2020,2,PG,Zubair Seyed,RS JR,Dixie State,University of the Fraser Valley,,,
2018,2,SG,Sukhjot Bains,N/A,Green Bay,University of the Fraser Valley,,,
2019,4,SG,Steven Fitzgerald,JR,Samford,University of the Cumberlands,,,
2018,2,C,Caleb Taylor,N/A,Bellarmine,University of the Cumberlands,,,
2018,2,PG,Nnamdi Van Dulm,N/A,North Dakota State,University of the Cumberlands,,,
2017,2,PG,Anthony Eaves,N/A,Chicago State,University of the Cumberlands,,,
2017,2,PF,Mike Wolfe,RS N/A,North Carolina Central,University of the Cumberlands,,,
2020,2,SG,Chaylyn Martin,RS SO,Sacred Heart,University of St. Joseph,,,
2021,2,PF,Rory Pantophlet,JR,Troy,University of Science and Arts of Oklahoma,,,
2020,4,SF,Boubacar Diakite,RS JR,Weber State,University of Science and Arts of Oklahoma,,,
2019,2,SG,Colen Gaynor,RS SR,Maryland Eastern Shore,University of Science and Arts of Oklahoma,,,
2018,2.3,PF,Eugene Artison,RS N/A,Tulsa,University of Science and Arts of Oklahoma,,,
2018,2,SF,Manny Gatkek,RS JR,Sam Houston State,University of Science and Arts of Oklahoma,,,
2020,2,PG,Tyrese Potoma,JR,Cleveland State,University of Saskatchewan,,,
2018,2.3,SF,Mike Sagay,RS SR,IUPUI,University of Saint Joseph,,,
2018,2,SF,Samson Oyediran,RS N/A,Tennessee State,University of Saint Francis (IL),,,
2020,2,SG,Colin McCarthy,RS SO,Cal Poly,University of Redlands,,,
2019,2,PG,Jack Roggin,SR,Arizona State,University of Redlands,,,
2018,2,PG,Austin Starr,N/A,Prairie View A&M,University of Providence,,,
2021,2,SG,Kenyon Duling,JR,North Carolina A&T,University of Pikeville,,,
2018,3,PG,Michael Green,RS N/A,Longwood,University of Pikeville,,,
2017,2,SG,Michael Chambers,RS N/A,Maryland Eastern Shore,University of Pikeville,,,
2017,2,PF,Rodney Hawkins,RS N/A,Saint Peter's,University of Pikeville,,,
2017,2,SF,Basil Thompson,N/A,St. Francis (PA),University of Pikeville,,,
2020,2,PF,Josh Inkumsah,RS SO,Purdue Fort Wayne,University of Ottawa,,,
2018,2,SG,Olivier Cadieux,RS SR,Fairfield,University of Ottawa,,,
2019,2,PF,Logan Hill,RS JR,Toledo,University of Mount Union,,,
2017,2,SF,Tyler Williams,N/A,Maryland Eastern Shore,University of Mobile,,,
2017,2,SG,Khiorie Stewart,RS N/A,Stephen F. Austin,University of Mary Washington,,,
2021,2,SG,Payton Brooks,FR,Abilene Christian,University of Mary Hardin–Baylor,,,
2019,2,PG,Terion Moss,JR,Maine,University of Maine at Farmington,,,
2019,2,PF,Edwin Jeudy,N/A,Lamar,University of Calgary,,,
2021,2,SG,Shakwon Barrett,RS JR,Tennessee State,University of British Columbia Okanagan,,,
2018,2,PG,Jadon Cohee,RS N/A,Southern Utah,University of British Columbia,,,
2019,2,C,Mohamed Sherif,RS N/A,Alabama A&M,University of Antelope Valley,,,
2018,2,PG,John Helmerich,RS SR,UT Martin,University of Antelope Valley,,,
2021,4,SG,Eli Wright,RS SR,Western Kentucky,Union College,,,
2020,2,PF,Chris Lovisolo,RS SO,Holy Cross,Union College,,,
2017,2.7,SF,Kamall Richards,RS N/A,Nicholls State,Union College,,,
2017,2,SF,Wes Noble,RS N/A,Morehead State,Union College,,,
2021,2,PF,Boe Nguidjol,JR,Prairie View A&M,Union,,,
2020,2,SG,Hunter Vick,RS JR,Tennessee Tech,Union,,,
2018,2,PG,Payton Stovall,RS JR,North Alabama,Union,,,
2021,3,SG,Alec Oglesby,RS FR,Cleveland State,UNCW,,,
2021,2.7,SG,Jaylen Fornes,RS SR,Nicholls State,UNCW,,,
2021,2,SG,"James Baker, Jr.",SR,Morehead State,UNCW,,,
2021,2,PF,Amari Kelly,RS SO,Duquesne,UNCW,,,
2021,2,SG,Logan Morrissey,FR,Air Force,UNCW,,,
2020,3.7,PF,Ian Steere,JR,St. John's,UNCW,,,
2020,2,SG,Joe Pridgen,SO,Holy Cross,UNCW,,,
2019,3.5,PG,Mike Okauru,SR,Florida,UNCW,,,
2019,2,PF,John Bowen,RS JR,Belmont Abbey,UNCW,,,
2019,2,SG,Carter Skaggs,N/A,Washington State,UNCW,,,
2018,2,PF,Marten Linssen,RS JR,Valparaiso,UNCW,,,
2018,2,PF,Shawn O'Connell,RS N/A,Georgia Southern,UNCW,,,
2017,2,PF,Jeantal Cylla,RS N/A,Florida Atlantic,UNCW,,,
2021,3,SG,De'Monte Buckingham,RS SR,Cal State Bakersfield,UNCG,,,
2021,2,SF,Miles Jones,SO,Radford,UNCG,,,
2021,2,PG,Dante Treacy,JR,Robert Morris,UNCG,,,
2021,2,SF,Jalen White,SO,Texas A&M–Corpus Christi,UNCG,,,
2020,2,C,Hayden Koval,SR,Central Arkansas,UNCG,,,
2020,2,PG,J.C. Tharrington,SO,Appalachian State,UNCG,,,
2018,3,SG,"Michael Hueitt, Jr.",RS JR,Old Dominion,UNCG,,,
2017,2.7,PF,Eric Hamilton,RS N/A,Wichita State,UNCG,,,
2021,2,PG,Tyre Boykin,FR,Kansas City,UNC Pembroke,,,
2019,2,PG,Jordan Ratliffe,RS JR,VMI,UNC Pembroke,,,
2018,3.3,PF,Shaun Kirk,RS N/A,NC State,UNC Pembroke,,,
2021,2,PG,Jordan Hairston,SO,Texas A&M–Corpus Christi,UNC Asheville,,,
2021,2,PG,Quay Kimble,SR,Lees–McRae,UNC Asheville,,,
2021,2,PF,Drew Pember,SO,Tennessee,UNC Asheville,,,
2020,2,PG,RaQuan Brown,SO,New Orleans,UNC Asheville,,,
2020,2,PF,Evan Clayborne,RS SR,North Carolina Central,UNC Asheville,,,
2020,2,PF,B.J. McLaurin,SO,Chowan,UNC Asheville,,,
2018,4,PG,"Lavar Batts, Jr.",RS JR,NC State,UNC Asheville,,,
2018,2,SF,Jax Levitch,RS SR,Purdue Fort Wayne,UNC Asheville,,,
2017,2,PF,Jeremy Peck,RS SR,Drexel,UNC Asheville,,,
2021,2.3,SG,Ray Salnave,RS SR,DePaul,UMBC,,,
2021,2,PG,Hakim Byrd,FR,Marist,UMBC,,,
2021,2,SG,Tre Edwards,RS FR,Akron,UMBC,,,
2021,2,SF,Anyang Garang,RS FR,Oklahoma,UMBC,,,
2020,2,SG,Jacob Boonyasith,JR,American,UMBC,,,
2019,2,PG,L.J. Owens,JR,William & Mary,UMBC,,,
2019,2,PF,Dimitri Spasojević,SR,East Carolina,UMBC,,,
2017,3,SG,Ricky Council II,RS N/A,Providence,UMBC,,,
2021,3,PG,Ayinde Hikim,SO,La Salle,UMass Lowell,,,
2021,2,PG,Justin Faison,SR,Elizabeth City State,UMass Lowell,,,
2021,2,SF,John Hall,RS SR,Portland State,UMass Lowell,,,
2021,2,SG,Everette Hammond,JR,USC Upstate,UMass Lowell,,,
2021,2,SF,Quinton Mincey,FR,Mount St. Mary's,UMass Lowell,,,
2020,3,SG,Gregory Hammond,SO,Rhode Island,UMass Lowell,,,
2020,2,C,Salif Boudie,RS SR,Arkansas State,UMass Lowell,,,
2020,2,C,Darion Jordan-Thomas,SO,Wagner,UMass Lowell,,,
2020,2,SF,"Charlie Russell, Jr.",SO,Tulane,UMass Lowell,,,
2017,2,SG,Christian Lutete,RS N/A,Radford,UMass Lowell,,,
2021,2,SF,Brandon Battle,SR,Alabama State,UIC,,,
2021,2,SG,Damaria Franklin,JR,Tennessee Tech,UIC,,,
2021,2,PG,Kevin Johnson,SR,Nicholls State,UIC,,,
2021,2,C,Marcus Larsson,SO,Incarnate Word,UIC,,,
2021,2,PG,Jalen Warren,SR,Florida Gulf Coast,UIC,,,
2020,4,SF,Zion Griffin,JR,Iowa State,UIC,,,
2020,2,PG,Maurice Commander,JR,Chattanooga,UIC,,,
2020,2,PG,Teyvion Kirk,RS JR,Colorado State,UIC,,,
2020,2,PF,Treavon Martin,JR,SIUE,UIC,,,
2021,3,C,Myles Johnson,RS JR,Rutgers,UCLA,,,
2020,4,SG,Johnny Juzang,SO,Kentucky,UCLA,,,
2021,2,C,Chiekh Mbacke Diong,SR,UNLV,UCF,,,
2020,4,PG,Darius Perry,SR,Louisville,UCF,,,
2020,3.5,SF,C.J. Walker,SO,Oregon,UCF,,,
2019,3.3,PF,Sean Mobley,RS JR,VCU,UCF,,,
2019,3,SG,Dazon Ingram,RS N/A,Alabama,UCF,,,
2019,3,SG,Matt Milon,RS N/A,William & Mary,UCF,,,
2019,2,C,Yuat Alok,RS SR,TCU,UCF,,,
2019,2,SG,Brandon Mahan,SR,Texas A&M,UCF,,,
2018,4,SF,Ibrahim Famouke Doumbia,RS JR,South Carolina,UCF,,,
2017,2.5,C,Collin Smith,RS SR,George Washington,UCF,,,
2021,4,SG,Zach Harvey,SO,Cincinnati,UC Santa Barbara,,,
2020,4,PG,Josh Pierre-Louis,SO,Temple,UC Santa Barbara,,,
2020,2,SG,Destin Barnes,RS SR,Jacksonville,UC Santa Barbara,,,
2020,2,PG,Calvin Wishart,JR,Georgia Southern,UC Santa Barbara,,,
2019,2.5,PF,Matt Freeman,RS N/A,Oklahoma,UC Santa Barbara,,,
2019,2,SG,Ajare Sanni,RS SO,Pacific,UC Santa Barbara,,,
2018,3.7,PG,JaQuori McLaughlin,RS SR,Oregon State,UC Santa Barbara,,,
2018,3,SG,Brandon Cyrus,RS SR,DePaul,UC Santa Barbara,,,
2018,2.3,SG,Ar'Mond Davis,RS N/A,Alabama,UC Santa Barbara,,,
2017,3.7,PG,Devearl Ramsey,RS SR,Nevada,UC Santa Barbara,,,
2017,2.3,SG,Marcus Jackson,RS N/A,Rice,UC Santa Barbara,,,
2017,2,SF,Leland King II,RS N/A,Nevada,UC Santa Barbara,,,
2021,4,PF,J'Raan Brooks,RS SO,Washington,UC San Diego,,,
2021,2,SG,Reed Farley,SR,Harvard,UC San Diego,,,
2021,2,PG,Vuk Vulikić,FR,UTEP,UC San Diego,,,
2020,2,SG,Jake Killingsworth,RS SR,Columbia,UC San Diego,,,
2020,2,PF,Toni Ročak,JR,Regis,UC San Diego,,,
2019,2,PF,Hugh Baxter,SR,Colgate,UC San Diego,,,
2019,2,SG,John Diener,RS SO,DePaul,UC San Diego,,,
2019,2,SF,Trace Ramsey,JR,Maryland,UC San Diego,,,
2018,2,SG,Gabe Hadley,SR,New Mexico State,UC San Diego,,,
2018,2,SG,Jeremy Johnson,RS N/A,Milwaukee,UC San Diego,,,
2018,2,PG,Connor Peterson,RS N/A,Azusa Pacific,UC San Diego,,,
2017,2,SG,Christian Bayne,RS N/A,Stanislaus State,UC San Diego,,,
2021,3.5,C,Jhaylon Martinez,FR,UNLV,UC Riverside,,,
2021,3.5,SF,J.P. Moorman II,SR,Temple,UC Riverside,,,
2020,2,PG,Flynn Cameron,RS JR,DePaul,UC Riverside,,,
2020,2,C,Jock Perry,RS SR,Saint Mary's,UC Riverside,,,
2019,2,PF,Arinze Chidom,RS SR,Washington State,UC Riverside,,,
2019,2,PG,Khy Kabellis,RS N/A,Pacific,UC Riverside,,,
2019,2,C,Angus McWilliam,RS JR,TCU,UC Riverside,,,
2018,2,SG,George Willborn III,RS SR,UTSA,UC Riverside,,,
2021,2,SF,Devin Tillis,FR,UNLV,UC Irvine,,,
2018,4,PG,Robert Cartwright,RS N/A,Stanford,UC Irvine,,,
2021,2,SG,Kane Milling,SO,Nevada,UC Davis,,,
2020,2,PF,Christian Anigwe,JR,San José State,UC Davis,,,
2020,2,PF,Hugh Hogland,RS JR,Portland,UC Davis,,,
2017,2,PG,Stefan Gonzalez,RS N/A,Saint Mary's,UC Davis,,,
2017,2,C,Matt Neufeld,RS N/A,Saint Louis,UC Davis,,,
2021,4,SF,K.J. Buffen,JR,Ole Miss,UAB,,,
2021,3.3,SG,Jamal Johnson,RS JR,Auburn,UAB,,,
2021,3.3,SF,"Josh LeBlanc, Sr.",JR,LSU,UAB,,,
2021,2,SG,Justin Brown,SR,South Florida,UAB,,,
2021,2,PG,Tyreke Locure,SO,South Alabama,UAB,,,
2021,2,PG,Jordan Walker,RS JR,Tulane,UAB,,,
2020,3.5,C,Trey Jemison,JR,Clemson,UAB,,,
2020,2,PG,Michael Ertel II,SR,Louisiana–Monroe,UAB,,,
2020,2,SG,Quan Jackson,RS SR,Georgia Southern,UAB,,,
2019,2,SG,Rashawn Fredericks,RS SR,Cincinnati,UAB,,,
2018,2,SG,Wil Bathurst,RS N/A,Cornell,UAB,,,
2018,2,SG,Jeremiah Bell,N/A,Milwaukee,UAB,,,
2018,2,SF,"Eugene 'Marlo' Brown, Jr.",RS JR,Northern Illinois,Tyler Junior College,,,
2018,2,SG,Jonathan Bryant II,SR,Chattanooga,Tyler Junior College,,,
2017,3.3,SF,Micah Thomas,RS SR,Maryland,Tyler Junior College,,,
2017,2,C,Lukas Bergäng,RS N/A,Charlotte,Tyler Junior College,,,
2017,2,PF,Isaiah Fontaine,N/A,Southern,Tyler Junior College,,,
2017,2,PG,Cameron McGee,N/A,Lamar,Tyler Junior College,,,
2021,2,PF,Mason Green,RS JR,Tennessee State,Tuskegee,,,
2020,2,PG,Steve Dulley,RS JR,Kansas City,Tuskegee,,,
2021,2,PF,Jacob Hobbs,SO,Lipscomb,Tusculum,,,
2020,2,PG,James West IV,SR,Mount St. Mary's,Tusculum,,,
2018,2,C,Mo Ahmed,RS N/A,Kansas City,Tusculum,,,
2017,2,SG,Peyton Woods,N/A,Chattanooga,Tusculum,,,
2021,2.7,PF,Jeriah Horne,RS SR,Colorado,Tulsa,,,
2021,2,SG,LaDavius Draine,SR,Southern Miss,Tulsa,,,
2021,2,PG,Sam Griffin,SO,UT Arlington,Tulsa,,,
2020,2,PF,Rey Idowu,JR,Illinois State,Tulsa,,,
2019,3,SG,Curtis Haywood II,RS JR,Georgia Tech,Tulsa,,,
2019,2,SG,Keyshawn Embery-Simpson,RS SO,Arkansas,Tulsa,,,
2018,3,SG,Reggie Jones,RS SR,Western Michigan,Tulsa,,,
2017,2.7,PF,Jeriah Horne,RS SR,Nebraska,Tulsa,,,
2021,4,PG,Jalen Cook,FR,LSU,Tulane,,,
2021,3,SG,Scott Spencer,RS SR,La Salle,Tulane,,,
2021,2,SF,Braelee Albert,SO,Vanderbilt,Tulane,,,
2021,2,PG,DeVon Baker,JR,UNC Asheville,Tulane,,,
2021,2,SF,Quentin Scott,SR,Texas State,Tulane,,,
2020,4,SG,Jaylen Forbes,SO,Alabama,Tulane,,,
2020,2,PF,Kevin Cross,SO,Nebraska,Tulane,,,
2020,2,PF,Oton Janković,SO,Vanderbilt,Tulane,,,
2020,2,PG,Ryan Murphy,RS SR,Pittsburgh,Tulane,,,
2020,2,PG,Gabe Watson,JR,Southern Miss,Tulane,,,
2019,4,SF,Keelon 'K.J.' Lawson,N/A,Kansas,Tulane,,,
2019,3,SG,Christion Thompson,RS N/A,Rhode Island,Tulane,,,
2019,2,C,Ibby Ali,RS SO,Arkansas,Tulane,,,
2019,2,PG,Teshaun Hightower,SR,Georgia,Tulane,,,
2019,2,SG,Nic Thomas,RS N/A,Norfolk State,Tulane,,,
2018,2,PG,Jordan Walker,RS JR,Seton Hall,Tulane,,,
2017,2,SG,Manny Anderson,N/A,Seton Hall,Tufts University,,,
2020,2,SF,Elijah Hazekamp,RS SO,North Dakota,Truman State,,,
2021,3,PF,Efe Odigie,JR,UTEP,Troy,,,
2021,2,PF,Rifen Miguel,JR,Ohio,Troy,,,
2021,2,SG,Tekorian Smith,RS JR,Kent State,Troy,,,
2018,2.5,PF,Davion Thomas,RS SR,Middle Tennessee,Troy,,,
2021,2,SG,Daylan Hamilton,FR,Western Michigan,Triton College,,,
2021,2,PF,Patrick Suemnick,FR,Robert Morris,Triton College,,,
2019,3,PG,Carlos Curtis,JR,ETSU,Triton College,,,
2019,2,SF,Austin Richie,JR,Northern Illinois,Triton College,,,
2019,2,PG,Dave Swedura,RS SO,Southern Illinois,Triton College,,,
2018,2,PF,Jalen Stephens-Holmes,SR,Chicago State,Triton College,,,
2019,3,PF,Mitchell Seraille,JR,Stephen F. Austin,Trinity Valley Community College,,,
2019,2,PG,Kennedy Milton,JR,Oral Roberts,Trinity Valley Community College,,,
2018,3.7,SG,Tyson Jolly,RS SR,Baylor,Trinity Valley Community College,,,
2018,3.7,SF,David Nickelberry,SR,Memphis,Trinity Valley Community College,,,
2018,2,PF,Stefon Fisher,SR,Stephen F. Austin,Trinity Valley Community College,,,
2018,2,SG,Kortrijk Miles,RS JR,New Mexico State,Trinity Valley Community College,,,
2017,3.5,SG,Wendell Mitchell,RS N/A,Baylor,Trinity Valley Community College,,,
2017,2.7,C,Robinson Idehen,RS SR,Western Kentucky,Trinity Valley Community College,,,
2017,2,PG,Damari Parris,RS SR,Western Kentucky,Trinity Valley Community College,,,
2021,2,C,Jacob Harvey,RS FR,Incarnate Word,Trinity University,,,
2021,2,SF,Demarion Bariffe-Smith,JR,Jackson State,Trinity International University,,,
